1231,-433,50,50,100,2765
1291,-464,50,50,100,2745
1232,-465,50,50,100,2215
1232,-619,50,50,100,2027
1231,-559,50,50,100,2027
1170,-816,50,50,100,2027
1077,-1360,50,50,100,2027
851,-1166,50,50,100,2027
2259,-1679,50,50,100,2027
2256,-1647,50,50,100,2027
2098,-2060,50,50,100,2027
1744,-2449,50,50,100,2027
1970,-2160,50,50,100,2027
1395,-2415,50,50,100,2027
1329,-2387,50,50,100,2027
47,-2413,50,50,100,2027
240,-1587,50,50,100,2027
-461,-2511,50,50,100,2027
1006,-2317,50,50,100,2027
79,-2481,50,50,100,2027
81,-2578,50,50,100,2027
-303,-2224,50,50,100,2027
369,-1515,50,50,100,2027
-80,-1648,50,50,100,2027
-45,-1935,50,50,100,2027
-558,-431,50,50,100,2027
-18,1523,50,50,100,2765
306,-17,50,50,100,2765
271,-15,50,50,100,2763
273,-14,50,50,100,2763
