45,4,50,50,50,2765
46,-58,50,50,50,2745
46,3,50,50,50,2725
45,4,50,50,50,2705
-16,2,50,50,50,2685
44,3,50,50,50,2665
47,2,50,50,50,2645
46,-57,50,50,50,2625
45,5,50,50,50,2605
45,64,50,50,50,2585
43,-57,50,50,50,2565
44,-57,50,50,50,2545
45,65,50,50,50,2525
45,-57,50,50,50,2505
43,-59,50,50,50,2485
45,-122,50,50,50,2465
44,3,50,50,50,2445
43,-58,50,50,50,2425
-21,2,50,50,50,2405
-17,-185,50,50,50,2385
-17,-250,50,50,50,2365
-18,-379,50,50,50,2345
46,-700,50,50,50,2325
-275,-446,50,50,50,2305
177,196,50,50,50,2285
-341,-636,50,50,50,2265
813,-766,50,50,50,2245
-400,-1274,50,50,50,2225
108,1218,50,50,50,2537
47,-381,50,50,50,2886
50,-380,50,50,50,2726
49,-504,50,50,50,2727
48,-441,50,50,50,2664
45,-440,50,50,50,2670
49,-441,50,50,50,2671
108,-379,50,50,50,2670
46,-443,50,50,50,2677
-211,-506,50,50,50,2670
305,-188,50,50,50,2614
-16,-509,50,50,50,2646
-148,-443,50,50,50,2564
46,-319,50,50,50,2570
45,-506,50,50,50,2583
46,-442,50,50,50,2514
47,-442,50,50,50,2520
47,-442,50,50,50,2520
49,-441,50,50,50,2520
175,-569,50,50,50,2520
-22,-698,50,50,50,2458
-144,-510,50,50,50,2395
175,-378,50,50,50,2364
46,-443,50,50,50,2377
46,-315,50,50,50,2370
46,-440,50,50,50,2383
50,-442,50,50,50,2371
46,-384,50,50,50,2370
47,-505,50,50,50,2376
-20,-762,50,50,50,2314
301,-1017,50,50,50,2238
555,-1276,50,50,50,2113
427,-1470,50,50,50,2087
942,-633,50,50,50,2027
-911,-2173,50,50,50,2051
-340,-765,50,50,50,2027
-1938,-5116,50,50,50,2027
882,-2111,50,50,50,2027
174,-1595,50,50,50,2027
621,-1150,50,50,50,2027
364,-2046,50,50,50,2027
498,-1660,50,50,50,2027
112,-1533,50,50,50,2027
46,-1084,50,50,50,2027
493,-1727,50,50,50,2027
365,-3066,50,50,50,2027
-16,-2433,50,50,50,2027
366,-2429,50,50,50,2027
-15,-1338,50,50,50,2027
1008,-1531,50,50,50,2027
-144,-1215,50,50,50,2027
434,-2106,50,50,50,2027
366,-1343,50,50,50,2027
1457,-958,50,50,50,2027
239,-2235,50,50,50,2027
-465,-2750,50,50,50,2027
561,-1468,50,50,50,2027
-270,-3067,50,50,50,2027
428,-2488,50,50,50,2027
48,-2238,50,50,50,2027
-148,-2620,50,50,50,2027
813,-1403,50,50,50,2027
558,-2170,50,50,50,2027
-20,-2745,50,50,50,2027
941,-2558,50,50,50,2027
368,-1663,50,50,50,2027
623,-1149,50,50,50,2027
-77,-1784,50,50,50,2027
1199,-1596,50,50,50,2027
-913,-2427,50,50,50,2027
1072,-1340,50,50,50,2027
-655,-1531,50,50,50,2027
1133,1475,50,50,50,2027
241,-637,50,50,50,2027
-212,-1343,50,50,50,2027
-977,-190,50,50,50,2027
432,6,50,50,50,2027
-339,262,50,50,50,2027
1774,1926,50,50,50,2027
-5204,5635,50,50,50,2027
-86,1924,50,50,50,2027
-20,1735,50,50,50,2027
-977,1029,50,50,50,2027
-1235,-1278,50,50,50,2027
-854,-1532,50,50,50,2027
48,-1592,50,50,50,2027
-660,5,50,50,50,2027
-336,-507,50,50,50,2027
-278,-319,50,50,50,2027
-1042,-1851,50,50,50,2027
-596,-189,50,50,50,2027
-146,-1409,50,50,50,2027
107,-1853,50,50,50,2027
1584,-254,50,50,50,2027
-530,646,50,50,50,2027
-469,580,50,50,50,2027
493,-186,50,50,50,2027
-273,5,50,50,50,2027
-397,194,50,50,50,2027
-399,898,50,50,50,2765
-150,-1214,50,50,50,2027
-213,-123,50,50,50,2027
-211,68,50,50,50,2027
-20,-253,50,50,50,2765
-83,2,50,50,50,2765
-207,68,50,50,50,2765
-149,9,50,50,50,2765
-209,71,50,50,50,2765
-208,193,50,50,50,2765
-209,133,50,50,50,2765
-210,131,50,50,50,2765
-210,71,50,50,50,2765
